date,value,element,unit,sensor,method,treat,lat,lon,crop,season,source
10/13/2014,3.470733243,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
10/16/2014,0.587864301,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
10/19/2014,0.353836885,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
10/28/2014,1.668419047,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
11/16/2014,5.441996876,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
11/18/2014,3.708797555,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
11/20/2014,4.952538093,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
12/7/2014,3.496278861,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
1/14/2015,7.548653813,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
1/18/2015,5.117300801,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
2/8/2015,5.352265912,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
3/25/2015,5.979814897,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
4/4/2015,2.272672325,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
4/20/2015,3.126143483,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
4/26/2015,1.983764028,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
4/28/2015,4.861946033,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
8/18/2015,1.426828145,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
8/30/2015,4.032217192,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
9/1/2015,3.110538426,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
9/17/2015,2.672767195,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
9/20/2015,2.53654011,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
9/22/2015,2.606943298,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
10/4/2015,4.092737895,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
10/18/2015,4.748750939,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
1/7/2016,5.117349875,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
1/16/2016,3.467071481,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
1/19/2016,7.536297983,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
1/21/2016,3.991004918,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
1/31/2016,1.694377075,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
2/2/2016,3.114580635,et,mm/day,Diviner 2000,soil water balance,With Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
4/19/2014,3.576535937,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
5/1/2014,2.509799899,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
5/3/2014,2.869284436,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
5/11/2014,2.861743236,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
5/13/2014,2.028351568,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
5/15/2014,1.308597279,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
5/16/2014,2.658504732,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
5/18/2014,1.037414109,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 1,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
8/7/2014,0.2466648,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
8/10/2014,0.377119327,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
8/13/2014,0.422702273,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
8/21/2014,0.873959759,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
9/6/2014,0.988015501,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
9/11/2014,1.394950287,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
9/14/2014,0.936945345,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
10/5/2014,2.878836109,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
10/9/2014,1.809715305,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
10/13/2014,4.292259219,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
10/16/2014,0.371096438,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
10/19/2014,1.729720875,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
10/28/2014,0.897077787,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
11/16/2014,5.238170051,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
11/18/2014,5.279762881,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
12/7/2014,4.626335734,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
1/14/2015,5.956407164,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
1/18/2015,7.627934974,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
2/8/2015,3.434501136,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
3/25/2015,5.089725402,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
4/4/2015,1.836595406,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
4/9/2015,3.370588804,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
4/20/2015,2.225809836,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
4/24/2015,1.202789505,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
4/26/2015,3.197888666,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
4/28/2015,2.583513495,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 2,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
8/9/2015,2.70423367,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
8/18/2015,2.087168688,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
8/20/2015,0.232695546,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
8/30/2015,3.942717699,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
9/1/2015,2.409380748,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
9/17/2015,3.347430474,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
9/20/2015,3.518175211,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
9/22/2015,3.365320467,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
10/4/2015,4.075935264,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
10/18/2015,4.410059147,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
1/7/2016,4.703714314,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
1/16/2016,4.250268775,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
1/19/2016,5.476523491,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
1/21/2016,3.889210051,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
1/31/2016,2.255682321,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
2/2/2016,4.300115762,et,mm/day,Diviner 2000,soil water balance,Without Straw,-22.698605,-47.642742,Sugarcane,Cana-Soca 3,https://drive.google.com/file/d/1xmLH4StBOeI9QSuXJfzu3LesCNFgpaFx/view?usp=sharing
10/14/2012,3.21474207,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/15/2012,3.99149701,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/16/2012,3.202256261,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/17/2012,2.495410197,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/18/2012,4.696253021,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/19/2012,4.171453885,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/20/2012,3.979507502,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/21/2012,4.292847257,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/22/2012,5.356694212,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/23/2012,1.856753417,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/24/2012,3.941329892,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/25/2012,4.7466154,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/26/2012,3.963594835,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/27/2012,4.277490768,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/28/2012,5.031956611,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/29/2012,5.544916939,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/30/2012,5.69391378,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
10/31/2012,6.11126127,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
11/1/2012,4.627317835,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
11/2/2012,4.452083859,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
11/3/2012,2.94400979,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
11/4/2012,4.565119806,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
11/5/2012,4.612001533,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
11/6/2012,4.459584883,et0,mm/day,AWS - ESALQ,Penman-Monteith,Reference Grass,-22.703109,-47.623457,Reference Grass,Cana-Planta,http://www.leb.esalq.usp.br/posto/
